Date,Average Close
2024-08-30,233.37887238802975
2024-09-03,229.4763351314144
2024-09-04,229.56874866790423
2024-09-05,227.43935389932432
2024-09-06,225.59177425027437
2024-09-09,228.08663758839646
2024-09-10,228.22212856980764
2024-09-11,228.75224526070025
2024-09-12,230.47459216531553
2024-09-13,232.80018851746163
2024-09-16,234.34009539808858
2024-09-17,234.66390718172676
2024-09-18,234.1567371141965
2024-09-19,237.90118306739146
2024-09-20,236.57516611438908
2024-09-23,238.2363484700521
2024-09-24,237.8745472354976
2024-09-25,236.35969994601595
2024-09-26,237.4743556889225
2024-09-27,238.27607873803404
2024-09-30,239.11650628912938
2024-10-01,238.57798722672135
2024-10-02,237.97218226297807
2024-10-03,236.9943109756191
2024-10-04,237.8433569707827
2024-10-07,235.90235134237977
2024-10-08,237.52856260020982
2024-10-09,239.36378986977007
2024-10-10,237.8979047879781
2024-10-11,240.2959866088275
2024-10-14,242.5605309151079
2024-10-15,240.3750441760233
2024-10-16,241.69808068558507
2024-10-17,240.84354500139142
2024-10-18,242.39713067224582
2024-10-21,240.07565704328283
2024-10-22,238.10289675786615
2024-10-23,237.06179303556817
2024-10-24,237.79832371620282
2024-10-25,236.90896597082755
2024-10-28,237.18613858636655
2024-10-29,236.3635881807162
2024-10-30,235.63200460068168
2024-10-31,233.3592390948779
2024-11-01,234.29958325216214
2024-11-04,235.10499758263157
2024-11-05,238.4591074033415
2024-11-06,242.12754735554734
2024-11-07,243.44498284222328
2024-11-08,246.18051006369396
2024-11-11,247.16392614199145
2024-11-12,245.18194591400285
2024-11-13,245.139222732962
2024-11-14,243.49670887428877
2024-11-15,240.5592159898314
2024-11-18,240.8325623246633
2024-11-19,241.04228324541762
2024-11-20,242.23820235195768
2024-11-21,245.20012331226644
2024-11-22,247.62384700339678
2024-11-25,249.6176869379331
2024-11-26,249.6861829844784
2024-11-27,249.099222514183
2024-11-29,250.00912215176237
2024-12-02,248.88047156050868
2024-12-03,248.93845456267056
2024-12-04,248.30888796070394
2024-12-05,246.15557141064508
2024-12-06,246.05845512755928
2024-12-09,245.37870831250055
2024-12-10,242.99445028174412
2024-12-11,243.04446554837162
2024-12-12,241.93188046755856
2024-12-13,240.12942528833537
2024-12-16,239.29629353736632
2024-12-17,237.54037101083694
2024-12-18,230.63114853427834
2024-12-19,229.35424589566443
2024-12-20,232.3403863558486
2024-12-23,232.46426029727883
2024-12-24,234.31310058402144
2024-12-26,234.0550384390844
2024-12-27,232.20038379164046
2024-12-30,229.9627986934087
2024-12-31,229.89989130899787
2025-01-02,229.05939179686106
2025-01-03,231.67493538878279
2025-01-06,231.25897519446943
2025-01-07,230.3363517996383
2025-01-08,231.68559997157965
2025-01-10,228.33050618977308
2025-01-13,230.39848603723257
2025-01-14,232.4320136640714
2025-01-15,234.70693589998706
2025-01-16,236.7042430982198
2025-01-17,237.74323000973217
2025-01-21,240.49725503790867
2025-01-22,240.9804981266527
2025-01-23,242.18689153836743
2025-01-24,241.0013318475523
2025-01-27,240.40885848215183
2025-01-28,238.80384759162658
2025-01-29,237.18868413254552
2025-01-30,240.06081888555937
2025-01-31,237.89744929309305
2025-02-03,236.09285914190284
2025-02-04,237.0191027889513
2025-02-05,238.9325854027108
2025-02-06,238.19993606985432
2025-02-07,236.32265628745023
2025-02-10,237.07789809518752
2025-02-11,236.62516502049417
2025-02-12,234.26756405503784
2025-02-13,235.56731239736897
2025-02-14,235.7023285904976
2025-02-18,236.15490493600228
2025-02-19,236.24622513061246
2025-02-20,235.4855201146374
2025-02-21,230.55951692415698
2025-02-24,229.7236187643112
2025-02-25,231.37811476128286
2025-02-26,231.7269230846945
2025-02-27,229.43663334955363
2025-02-28,232.34489360791906
2025-03-03,229.56512605762916
2025-03-04,227.046150390416
2025-03-05,229.95288277543298
2025-03-06,227.47568054286313
2025-03-07,227.90793394062618
2025-03-10,224.85845224389203
2025-03-11,222.38178898536995
2025-03-12,222.39887591148621
2025-03-13,218.39127756144902
2025-03-14,222.7922852790519
2025-03-17,225.24827788191843
2025-03-18,223.79066288743388
2025-03-19,226.11693560804952
2025-03-20,225.43893418246753
2025-03-21,223.66252163229467
2025-03-24,228.02986092763405
2025-03-25,227.8707426018911
2025-03-26,226.84807971187922
2025-03-27,226.0818444996664
2025-03-28,222.1415003118994
2025-03-31,223.966635211962
2025-04-01,224.25888027556954
2025-04-02,226.634578299849
2025-04-03,217.25034231246877
2025-04-04,207.89652237391363
2025-04-07,205.5152053615274
2025-04-08,201.55643833935534
2025-04-09,200.4417005652162
