AAPL,AMZN,BRK-B,GOOGL,JNJ,META,MSFT,NVDA,TSLA,V
0.011132600661217075,0.012732725184930696,0.007968433866720281,0.00991359986213027,0.010451284951482008,0.013627740786313661,0.011056134394104371,0.017444837330865312,0.02749121249229912,0.006949845829407931
0.009875099905513562,0.011626210224512903,0.006252955909688123,0.018489607197461535,0.006221233243484122,0.017420955190634437,0.01086445038817029,0.016475389630729902,0.021679323000668115,0.011677148658686702
0.009073575455811916,0.014836166239921619,0.011718638600306834,0.010265988259269518,0.009285610638922899,0.014321923102216487,0.009985135047251459,0.01468221681146421,0.035684282251163976,0.00856823017258899
0.009226217701759212,0.015787070469885457,0.006656219022075634,0.010555605686384716,0.010950259393455857,0.01543984894426329,0.012809724353616997,0.01762841605467499,0.03732872101932811,0.006373950399426188
0.010291902486108005,0.015607139498540264,0.007323035411688891,0.020221650036657827,0.010217599840511753,0.014306652414054774,0.01035860630667837,0.030140653409264546,0.029639288659672372,0.008513625078126358
0.007657667452665749,0.012006579706963911,0.008964455489234947,0.008276401203822503,0.0073295447954993586,0.01362774643482915,0.01054364187781732,0.021034763864321047,0.028455892604445147,0.008423667755389459
0.00775830245527763,0.013214769236462075,0.009018407583139378,0.011510482910660745,0.006961573739916436,0.01810768378468185,0.010734164538635266,0.01574365530510113,0.02096556107166044,0.007187876718249353
0.009601427382324121,0.011678678842334724,0.00790216655192763,0.018689480758882264,0.008774146800539798,0.014628361762315419,0.009478901312486982,0.024281823016735288,0.031042669838464133,0.00859405219812454
0.014541988411868411,0.018510268579952225,0.01140439915452911,0.021945983763032844,0.011374819266192694,0.020627928151958203,0.014892833860086736,0.027276201017044116,0.051263099320949565,0.013789000156572516
0.008391545569498487,0.009213167356039501,0.006722756634782678,0.01176780622653623,0.006914547697441196,0.011200655015908364,0.008474395602111637,0.01694646698343998,0.0295219075422234,0.007248626529478023
0.010918563045463224,0.013666397728573922,0.006868261150946165,0.011624712686138083,0.00672438945410245,0.013284370807430113,0.010435425599079498,0.021935617177442593,0.0353073019549767,0.008992258928985478
0.012476169834727751,0.013586168536478508,0.010519356606606125,0.01639196176250349,0.013632180383339762,0.024183094748462322,0.012214923468141655,0.03377620641413589,0.0327602519423488,0.008359735370569861
0.015126264961052953,0.010789500976016183,0.007686473063263545,0.011468860822975156,0.010752089847581817,0.014953391315348024,0.010733753719110603,0.02189729566834346,0.03308967979057829,0.006610325956055623
0.012367316527550699,0.010788124394047399,0.011355884458307224,0.011952655218264224,0.010474179239145537,0.014403158135478076,0.009886429622721515,0.021051516652160044,0.02500818435950255,0.0075856311353952625
0.0224388337754533,0.017059757098538124,0.008553618226261953,0.013689288570859553,0.012476718217814547,0.02496033253319753,0.015145379904514592,0.04742016997056373,0.028921859121558622,0.011369477290580078
0.014568380401343005,0.012972096217341652,0.00931059413803475,0.015852972111936755,0.007913902096957482,0.01657087207313769,0.009280513092492037,0.023235204998493613,0.023672338582394474,0.007953999352592228
0.014794502360431162,0.008859963950081155,0.00811525697979272,0.008893470513363085,0.008704842989125902,0.01081338570777079,0.006634999123576688,0.01907429840506353,0.030246054806684606,0.007825382848946572
0.006548705740095164,0.011948376420223684,0.00622737618310598,0.010236857810494354,0.010841222002040175,0.015482775582088854,0.009119120930938708,0.017949572172879024,0.02027889135704003,0.007764831003882819
